601,inactivo,inactivo,,
628,inactivo,inactivo,,
639,inactivo,inactivo,,
680,inactivo,inactivo,,
732,inactivo,inactivo,,
753,inactivo,inactivo,,
780,inactivo,inactivo,,
781,inactivo,inactivo,,
785,inactivo,inactivo,,
789,inactivo,inactivo,,
797,inactivo,inactivo,,
843,inactivo,inactivo,,
860,inactivo,inactivo,,
863,inactivo,inactivo,,
865,inactivo,inactivo,,
884,inactivo,inactivo,,
885,inactivo,inactivo,,
889,inactivo,inactivo,,
897,inactivo,inactivo,,
961,inactivo,inactivo,,
1045,inactivo,inactivo,,
1083,inactivo,inactivo,,
1149,inactivo,inactivo,,
1332,inactivo,inactivo,,
1396,inactivo,inactivo,,
1525,inactivo,inactivo,,
1530,inactivo,inactivo,,
1535,inactivo,inactivo,,
1550,inactivo,inactivo,,
1552,inactivo,inactivo,,
1951,inactivo,inactivo,,
2141,inactivo,inactivo,,
2289,inactivo,inactivo,,
2367,inactivo,inactivo,,
2468,inactivo,inactivo,,
2565,inactivo,inactivo,,
2569,inactivo,inactivo,,
2601,inactivo,inactivo,,
2670,inactivo,inactivo,,
2683,inactivo,inactivo,,
2711,inactivo,inactivo,,
2752,inactivo,inactivo,,
2858,inactivo,inactivo,,
2862,inactivo,inactivo,,
2870,inactivo,inactivo,,
2873,inactivo,inactivo,,
2910,inactivo,inactivo,,
2925,inactivo,inactivo,,
3031,inactivo,inactivo,,
3069,inactivo,inactivo,,
3129,inactivo,inactivo,,
3137,inactivo,inactivo,,
3138,inactivo,inactivo,,
3281,inactivo,inactivo,,
3354,inactivo,inactivo,,
3356,inactivo,inactivo,,
3392,inactivo,inactivo,,
3393,inactivo,inactivo,,
3461,inactivo,inactivo,,
3602,inactivo,inactivo,,
3734,inactivo,inactivo,,
4206,inactivo,inactivo,,
4209,inactivo,inactivo,,
4444,inactivo,inactivo,,
4154,inactivo,inactivo,,
4245,inactivo,inactivo,,
1123,inactivo,inactivo,,
3869,inactivo,inactivo,,
3663,inactivo,inactivo,,
3940,inactivo,inactivo,,
3810,inactivo,inactivo,,
4268,inactivo,inactivo,,
763,inactivo,inactivo,,
2913,inactivo,inactivo,,
3323,inactivo,inactivo,,
1762,inactivo,inactivo,,
4483,inactivo,inactivo,,
4484,inactivo,inactivo,,
784,inactivo,inactivo,,
878,inactivo,inactivo,,
1041,inactivo,inactivo,,
2227,inactivo,inactivo,,
1809,inactivo,inactivo,,
665,inactivo,inactivo,,
816,inactivo,inactivo,,
2022,inactivo,inactivo,,
2399,inactivo,inactivo,,
2855,inactivo,inactivo,,
4367,inactivo,inactivo,,
3885,inactivo,inactivo,,
4313,inactivo,inactivo,,
631,inactivo,inactivo,,
817,inactivo,inactivo,,
894,inactivo,inactivo,,
3363,inactivo,inactivo,,
4297,inactivo,inactivo,,
1043,inactivo,inactivo,,
7,inactivo,inactivo,,
2036,inactivo,inactivo,,
324,inactivo,inactivo,,
2674,inactivo,inactivo,,
1668,inactivo,inactivo,,
4263,inactivo,inactivo,,
571,inactivo,inactivo,,
223,inactivo,inactivo,,
1439,inactivo,inactivo,,
1568,inactivo,inactivo,,
1735,inactivo,inactivo,,
1799,inactivo,inactivo,,
1593,inactivo,inactivo,,
3433,inactivo,inactivo,,
4091,inactivo,inactivo,,
4149,inactivo,inactivo,,
4395,inactivo,inactivo,,
1729,inactivo,inactivo,,
1742,inactivo,inactivo,,
1863,inactivo,inactivo,,
1059,inactivo,inactivo,,
2414,inactivo,inactivo,,
2894,inactivo,inactivo,,
4421,inactivo,inactivo,,
4243,inactivo,inactivo,,
P668,inactivo,inactivo,,
4140,inactivo,inactivo,,
4532,inactivo,inactivo,,
4543,inactivo,inactivo,,
4575,inactivo,inactivo,,
4578,inactivo,inactivo,,
4598,inactivo,inactivo,,
4599,inactivo,inactivo,,
4260,inactivo,inactivo,,
4335,inactivo,inactivo,,
3247,inactivo,inactivo,,
